IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,28.19,,,19.59,,36.87,28.19 [19.59 – 36.87],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,28.23,,,20.79,,37.64,28.23 [20.79 – 37.64],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,28.31,,,19.23,,43.25,28.31 [19.23 – 43.25],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,28.32,,,24.18,,32.76,28.32 [24.18 – 32.76],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,true,Sex,Male,MLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,28.35,,,23,,33.27,28.35 [23 – 33.27],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,28.39,,,21.16,,36.08,28.39 [21.16 – 36.08],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,28.44,,,20.52,,36.95,28.44 [20.52 – 36.95],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,28.49,,,22.56,,35.26,28.49 [22.56 – 35.26],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,28.64,,,19.5,,38.26,28.64 [19.5 – 38.26],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,28.9,,,24.44,,33.47,28.9 [24.44 – 33.47],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,28.92,,,22.02,,35.5,28.92 [22.02 – 35.5],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,28.97,,,24.05,,35.25,28.97 [24.05 – 35.25],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,28.98,,,16.12,,44.07,28.98 [16.12 – 44.07],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,true,Sex,Male,MLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,28.99,,,22.86,,35.13,28.99 [22.86 – 35.13],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,29.13,,,24.34,,34.35,29.13 [24.34 – 34.35],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,29.14,,,23.44,,35.73,29.14 [23.44 – 35.73],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2016,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,29.33,,,23.09,,35.31,29.33 [23.09 – 35.31],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,29.38,,,25.05,,34.4,29.38 [25.05 – 34.4],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,29.43,,,21.94,,37.4,29.43 [21.94 – 37.4],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,29.44,,,25.4,,33.55,29.44 [25.4 – 33.55],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,29.46,,,20.67,,40.3,29.46 [20.67 – 40.3],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,29.47,,,24.44,,34.69,29.47 [24.44 – 34.69],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,29.53,,,22.66,,36.25,29.53 [22.66 – 36.25],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,29.57,,,17.87,,42.36,29.57 [17.87 – 42.36],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,29.68,,,25.05,,35.24,29.68 [25.05 – 35.24],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,COM,Comoros,Year,2016,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,29.7,,,22.29,,37.91,29.7 [22.29 – 37.91],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,29.7,,,24.05,,35.93,29.7 [24.05 – 35.93],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,29.72,,,21.91,,37.67,29.72 [21.91 – 37.67],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,29.79,,,24.11,,36.3,29.79 [24.11 – 36.3],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,AGO,Angola,Year,2016,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,29.82,,,22.87,,36.98,29.82 [22.87 – 36.98],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,29.86,,,25.4,,35.41,29.86 [25.4 – 35.41],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3,,,1.63,,4.62,3 [1.63 – 4.62],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3,,,1.83,,4.3,3 [1.83 – 4.3],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,3,,,2.29,,4.02,3 [2.29 – 4.02],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.01,,,1.42,,4.96,3.01 [1.42 – 4.96],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.02,,,1.88,,4.27,3.02 [1.88 – 4.27],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2016,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,3.02,,,1.88,,5.09,3.02 [1.88 – 5.09],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.03,,,0.94,,6.01,3.03 [0.94 – 6.01],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.03,,,1.37,,5.29,3.03 [1.37 – 5.29],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.03,,,1.71,,4.53,3.03 [1.71 – 4.53],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.04,,,2.1,,4.06,3.04 [2.1 – 4.06],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.04,,,2.2,,3.85,3.04 [2.2 – 3.85],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.04,,,2.23,,3.9,3.04 [2.23 – 3.9],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.05,,,1.13,,5.53,3.05 [1.13 – 5.53],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2016,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,3.06,,,1.09,,8.83,3.06 [1.09 – 8.83],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2016,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.06,,,1.58,,4.93,3.06 [1.58 – 4.93],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.06,,,1.63,,4.83,3.06 [1.63 – 4.83],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.07,,,1.17,,5.51,3.07 [1.17 – 5.51],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.07,,,1.63,,4.75,3.07 [1.63 – 4.75],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.07,,,1.71,,4.68,3.07 [1.71 – 4.68],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.08,,,1.06,,5.87,3.08 [1.06 – 5.87],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2016,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.08,,,1.66,,4.83,3.08 [1.66 – 4.83],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.09,,,1.06,,5.88,3.09 [1.06 – 5.88],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.09,,,1.75,,4.63,3.09 [1.75 – 4.63],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.09,,,1.76,,4.57,3.09 [1.76 – 4.57],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.09,,,2.16,,4.1,3.09 [2.16 – 4.1],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.1,,,1.39,,5.45,3.1 [1.39 – 5.45],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.1,,,1.4,,5.18,3.1 [1.4 – 5.18],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.1,,,1.65,,4.79,3.1 [1.65 – 4.79],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.1,,,2.3,,3.95,3.1 [2.3 – 3.95],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.11,,,0.96,,6.16,3.11 [0.96 – 6.16],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.11,,,1.52,,5.02,3.11 [1.52 – 5.02],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.11,,,1.76,,4.67,3.11 [1.76 – 4.67],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.11,,,2.05,,4.18,3.11 [2.05 – 4.18],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.12,,,1.67,,4.91,3.12 [1.67 – 4.91],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.13,,,1.48,,5.29,3.13 [1.48 – 5.29],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,3.13,,,2.43,,4.14,3.13 [2.43 – 4.14],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2016,true,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.14,,,0.98,,6.22,3.14 [0.98 – 6.22],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.14,,,1.08,,5.97,3.14 [1.08 – 5.97],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.14,,,1.58,,5.1,3.14 [1.58 – 5.1],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.14,,,1.63,,4.99,3.14 [1.63 – 4.99],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.14,,,1.75,,4.77,3.14 [1.75 – 4.77],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AFR,Africa,Country,GAB,Gabon,Year,2016,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.15,,,1.8,,4.67,3.15 [1.8 – 4.67],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.15,,,2.34,,4.03,3.15 [2.34 – 4.03],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.15,,,2.39,,3.98,3.15 [2.39 – 3.98],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.16,,,1.62,,5.1,3.16 [1.62 – 5.1],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2016,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.16,,,1.65,,5.03,3.16 [1.65 – 5.03],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,3.16,,,1.98,,4.45,3.16 [1.98 – 4.45],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Female,FMLE,Cause,Stroke,ENVCAUSE114,,,,,,,3.16,,,2.13,,4.95,3.16 [2.13 – 4.95],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,3.16,,,2.22,,4.72,3.16 [2.22 – 4.72],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,3.16,,,2.32,,4.53,3.16 [2.32 – 4.53],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,3.17,,,1.01,,9.84,3.17 [1.01 – 9.84],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.17,,,1.09,,6.03,3.17 [1.09 – 6.03],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,3.17,,,1.63,,5.12,3.17 [1.63 – 5.12],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2016,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,3.17,,,1.76,,5.79,3.17 [1.76 – 5.79],,,EN,2018-07-05T16:00:00.000Z
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.17,,,1.77,,4.81,3.17 [1.77 – 4.81],,,EN,2018-07-05T16:00:00.000Z
